"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"performance","ootime","killed","chain","sat-like","20","true","true","HouseConstruction-200.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1780.29","3941396","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","86.330","961","27931","","","","","","","","","1796.59","3598784","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","shared_memory-pt-10.pnml","131","210","800","0","tg,bs,hf","0.030","131","210","1508","1508","2.730","1830519","30896","1580","2166","1380","2.78","2896392",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","HouseConstruction-500.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1775.58","3939324","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","SwimmingPool-7.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1796.56","3162868","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_40x40_50.pnml","1600","12324","24648","0","tg,bs,hf","3.520","1600","12324","","","","","","","","","1794.40","3613784","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_10x10_50.pnml","100","684","1368","0","tg,bs,hf","0.020","100","684","","","","","","","","","1791.89","3944980","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_20x20_100.pnml","400","2964","5928","0","tg,bs,hf","0.300","400","2964","","","","","","","","","1794.39","3520636","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S04-J04-T08-unfolded.pnml","712","4012","27744","0","tg,bs,hf","24.370","712","4012","","","","","","","","","1793.18","4001844","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1794.83","3941868","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.470","1119","874","","","","","","","","","1768.93","3948620","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-NT-S10-J30-unfolded.pnml","664","12050","112559","0","tg,bs,hf","1010.730","664","12050","","","","","","","","","1796.59","3659764","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","cs_repetitions-10-unfolded.pnml","1311","2300","8700","0","tg,bs,hf","3.500","1311","2300","","","","","","","","","1795.65","3829340","","","","","","",
"performance","done","","chain","sat-like","20","true","true","RAS-C-50.pnml","300","200","894","0","tg,bs,hf","0.010","300","200","1823","1823","0.230","4.87175380081244e+28","2669","1788","3116","2636","0.28","2897152",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d4r3.pnml","1019","850","6340","0","tg,bs,hf","0.610","1019","850","","","","","","","","","1797.20","3249360","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.220","1119","874","","","","","","","","","1795.43","3944884","","","","","","",
"performance","done","","chain","sat-like","20","true","true","angiogenesis-15.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","3732","3732","1776.570","1.11553896666911e+15","691385","19209","16324","62421","1776.78","3939568",
"performance","oomem","cache","chain","sat-like","20","true","true","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","42.550","25000","25000","","","","","","","","","53.74","3252148","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","galloc_res-5.pnml","75","56105","492760","0","tg,bs,hf","","","","","","","","","1795.39","1042888","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","raft_10.pnml","508","868","3359","508","tg,bs,hf","1.610","508","868","","","","","","","","","1781.17","3947552","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N10-unfolded.pnml","188","2108","15950","0","tg,bs,hf","5.070","188","2108","","","","","","","","","1729.23","3970208","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","cs_repetitions-10-unfolded.pnml","1311","2300","8700","0","tg,bs,hf","3.270","1311","2300","","","","","","","","","1795.93","3969396","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","unf-8x8-4stageSEN-05.pnml","168","592","3456","0","tg,bs,hf","0.210","168","592","","","","","","","","","505.03","3946608","","","","","","",
"statistics","done","","bfs-prev","sat-like","20","true","true","angiogenesis-10.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","6780","6780","326.390","822645885495","138328","9424","8132","21446","326.44","3939240",
"performance","done","","chain","sat-like","20","true","true","SwimmingPool-4.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","588","588","96.700","164385221","718489","22570","17550","254887","96.88","2943720",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_30x30_100.pnml","900","6844","13688","0","tg,bs,hf","1.140","900","6844","","","","","","","","","1795.71","3655704","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","2D8_gradient_5x5_10.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","940","940","0.420","131128140","1540","12240","11088","9504","0.42","2892072",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_30x30_50.pnml","900","6844","13688","0","tg,bs,hf","1.140","900","6844","","","","","","","","","1795.65","3600684","","","","","","",
"performance","oomem","mddtable","chain","sat-like","20","true","true","unf-8x8-4stageSEN-05.pnml","168","592","3456","0","tg,bs,hf","0.210","168","592","","","","","","","","","485.44","3946604","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","true","true","eratosthenes-100.pnml","99","283","849","0","tg,bs,hf","","","","","","","","","","","","0.02","92","","","","","","",
"performance","error","boostperm","bfs","sat-like","20","true","true","eratosthenes-500.pnml","499","2191","6573","0","tg,bs,hf","","","","","","","","","","","","1.05","20740","","","","","","",
"performance","error","badmodel","bfs","sat-like","20","true","true","parking_8_64.pnml","1185","1697","5073","","","","","","","","","","","","","","0.03","88","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N20-unfolded.pnml","198","3728","28830","0","tg,bs,hf","19.150","198","3728","","","","","","","","","1794.23","3083132","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.200","1119","874","","","","","","","","","1789.94","3950688","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","MAPK-320.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1794.88","3939492","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V50-P50-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","33.900","168","5408","","","","","","","","","1795.87","3259784","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","Philosophers-100.pnml","500","500","1600","0","tg,bs,hf","0.030","500","500","1477","1477","0.360","5.15377520732011e+47","3178","3200","4402","2800","0.47","2900412",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_20x20_100.pnml","400","2964","5928","0","tg,bs,hf","0.310","400","2964","","","","","","","","","1791.12","3958192","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.470","3455","2730","","","","","","","","","1793.27","4003492","","","","","","",
"performance","done","","chain","sat-like","20","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","204","204","0.000","1501","349","248","248","208","0.00","2771864",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","erk-001000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1768.22","3941216","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","database40UNFOLD.pnml","12920","12800","156800","0","tg,bs,hf","","","","","","","","","1797.33","447736","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","simple_lbs-15.pnml","149","1280","8988","0","tg,bs,hf","1.960","149","1280","","","","","","","","","1797.27","2993516","","","","","","",
"performance","error","boostperm","bfs","sat-like","20","true","true","neoelection-5.unf.pnml","3090","4674","27162","0","tg,bs,hf","","","","","","","","","","","","11.55","79536","","","","","","",
"statistics","error","boostperm","bfs","sat-like","20","true","true","eratosthenes-010.pnml","9","8","24","0","tg,bs,hf","","","","","","","","","","","","0.00","92","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","134450","134450","15.090","6.46501806116397e+31","1391","2000","2598","1596","15.14","2924424",
"performance","done","","chain","sat-like","20","true","true","closed_system5.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","10760","10760","1.980","1657242","10287","1446","1944","1053","2.02","2896268",
"performance","oomem","mddtable","bfs","sat-like","20","true","true","30-100_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","1495.690","2702","30977","","","","","","","","","1587.33","1999520","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","MAPK-320.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1789.92","3939568","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","lamport_fmea-4.pnml","135","230","990","0","tg,bs,hf","0.020","135","230","33243","33243","28.940","1914784","69180","1120","1981","1293","29.00","2929332",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S02-J04-T10-unfolded.pnml","752","1572","7262","0","tg,bs,hf","1.180","752","1572","","","","","","","","","1794.70","3919336","","","","","","",
"performance","done","","chain","sat-like","20","true","true","closed_system4.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","14030","14030","2.640","2409739","11055","1446","1944","1053","2.68","2896460",
"statistics","error","boostperm","chain-prev","sat-like","20","true","true","neoelection-3.unf.pnml","972","1016","5840","0","tg,bs,hf","","","","","","","","","","","","0.51","14532","","","","","","",
"performance","oomem","mddtable","chain","sat-like","20","true","true","unf-8x8-4stageSEN-50.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","","","","","","","","","209.65","3946536","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","echo-d4r3.pnml","1019","850","6340","0","tg,bs,hf","0.580","1019","850","","","","","","","","","1797.19","3360280","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","74.020","900","6844","","","","","","","","","1796.69","3682948","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S04-J06-T10-unfolded.pnml","966","5354","36134","0","tg,bs,hf","43.880","966","5354","","","","","","","","","1795.37","3334856","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.000","65","97","1543","1543","0.050","31745","657","407","275","260","0.05","2827592",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N20-unfolded.pnml","198","3728","28830","0","tg,bs,hf","173.750","198","3728","","","","","","","","","1795.14","3609536","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","Peterson-5.pnml","834","1242","3828","0","tg,bs,hf","0.360","834","1242","","","","","","","","","1794.71","3240200","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","16.370","3020","2020","","","","","","","","","1797.50","3164600","","","","","","",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-NT-S05-J60-unfolded.pnml","909","1970","12584","0","tg,bs,hf","4.160","909","1970","","","","","","","","","1796.23","3967688","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","2-10_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","845","845","1.840","98254","5453","4354","4698","28572","1.85","2671164",
"statistics","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S04-J06-T06-unfolded.pnml","618","3190","21570","0","tg,bs,hf","14.260","618","3190","","","","","","","","","1797.40","3126932","","","","","","",
