"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","done","","chain-prev","none","","pgm_protocol.6","dve2C","tg,bs,hf","0.020","","","","","","126","120","23880","23880","51.680","2659550","313433","5913","23789","108432","51.83","3108772","","","","","","","","",
"performance","done","","bfs-prev","none","","anderson.2","dve2C","tg,bs,hf","0.000","","","","","","10","18","828","828","0.030","1459","571","247","349","618","0.03","2892780","","","","","","","","",
"performance","done","","chain-prev","none","","synapse.7","dve2C","tg,bs,hf","0.030","","","","","","28","221","7735","7735","64.420","10198141","122405","2276","16980","75383","64.49","3116848","","","","","","","","",
"performance","done","","chain","none","","mcs.4","dve2C","tg,bs,hf","0.000","","","","","","17","52","416","416","0.040","16384","675","169","699","868","0.04","2892988","","","","","","","","",
"performance","done","","bfs-prev","none","","pgm_protocol.3","dve2C","tg,bs,hf","0.010","","","","","","124","120","65520","65520","39.730","200453","121657","6466","21336","58317","39.80","3047300","","","","","","","","",
"statistics","error","boostperm","chain","none","","driving_phils.1","dve2C","tg,bs,hf","","159","9600","10726","15.545","16.715","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","done","","chain","none","","synapse.4","dve2C","tg,bs,hf","0.030","","","","","","22","185","4625","4625","25.000","2292286","79497","3930","17940","141284","25.06","2971188","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","anderson.3","dve2C","tg,bs,hf","0.000","","","","","","10","18","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","fischer.7","dve2C","tg,bs,hf","0.000","","","","","","18","49","5390","5390","42.500","386297005","15741","306","782","392553","42.52","3405024","","","","","","","","",
"performance","done","","chain","none","","lamport.6","dve2C","tg,bs,hf","0.000","","","","","","14","56","2576","2576","53.170","8717688","66219","364","990","3200","53.19","3284148","","","","","","","","",
"statistics","done","","chain","none","","extinction.1","dve2C","tg,bs,hf","0.010","267","34508","39129","24.0879","27.4141","40","79","1817","1817","0.440","8993","4927","680","2079","2444","0.57","2893276","122576","444868","17952","694","","","830259",
"performance","error","boostperm","bfs-prev","none","","brp.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","ootime","explore","bfs","none","","hanoi.3","dve2C","tg,bs,hf","0.000","","","","","","57","6","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","pgm_protocol.2","dve2C","tg,bs,hf","0.010","","","","","","122","120","26160","26160","3.550","17096","40453","4156","14014","21003","3.60","2903952","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","lifts.8","dve2C","tg,bs,hf","0.030","","","","","","36","267","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","peterson.3","dve2C","tg,bs,hf","0.000","","","","","","15","21","399","399","0.430","170156","1619","284","311","2094","0.44","2894892","","","","","","","","",
"performance","done","","chain-prev","none","","peg_solitaire.1","dve2C","tg,bs,hf","0.020","","","","","","18","48","336","336","3.670","32181","8621","176220","413808","1544688","3.76","2966756","","","","","","","","",
"performance","error","boostperm","bfs","none","","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","ootime","explore","bfs","none","","cambridge.7","dve2C","tg,bs,hf","0.030","","","","","","52","58","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","telephony.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain","none","","hanoi.1","dve2C","tg,bs,hf","0.000","","","","","","36","6","576","576","2.160","6561","15950","75335","52146","39366","2.21","2919524","","","","","","","","",
"performance","done","","bfs-prev","none","","hanoi.2","dve2C","tg,bs,hf","0.000","","","","","","48","6","24576","24576","120.910","531441","590830","2375023","1544484","3188646","122.73","3821732","","","","","","","","",
"performance","done","","chain-prev","none","","msmie.1","dve2C","tg,bs,hf","0.010","","","","","","11","85","1870","1870","0.080","2334","326","410","1850","3628","0.10","2893016","","","","","","","","",
"performance","done","","bfs","none","","rether.3","dve2C","tg,bs,hf","0.000","","","","","","35","111","33522","33522","69.330","305334","55102","1191","5513","16929","69.36","3118596","","","","","","","","",
"performance","error","boostperm","bfs","none","","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","done","","bfs-prev","none","","needham.2","dve2C","tg,bs,hf","0.000","","","","","","21","98","2450","2450","0.300","54976","4172","559","2018","5006","0.31","2893124","","","","","","","","",
"performance","done","","chain","none","","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","918","918","0.220","18424","2461","178","426","693","0.23","2890844","","","","","","","","",
"performance","done","","chain-prev","none","","reader_writer.1","dve2C","tg,bs,hf","0.000","","","","","","18","62","372","372","0.020","2666","155","394","696","715","0.02","2893048","","","","","","","","",
"performance","error","boostperm","chain","none","","szymanski.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain","none","","lann.2","dve2C","tg,bs,hf","0.000","","","","","","24","36","648","648","0.050","12784","671","184","436","605","0.06","2893004","","","","","","","","",
"statistics","done","","bfs-prev","none","","brp2.4","dve2C","tg,bs,hf","0.000","93","4492","5434","12.151","12.587","19","33","10131","10131","11.330","679993","187052","32622","40984","124460","11.65","2964744","187218","4527001","2003153","13808212","3367120","55370","","","13667653",
"performance","done","","bfs-prev","none","","leader_filters.7","dve2C","tg,bs,hf","0.000","","","","","","30","60","4320","4320","62.150","26302351","931027","2786","6219","103194","62.42","3267840","","","","","","","","",
"performance","done","","bfs-prev","none","","lamport_nonatomic.1","dve2C","tg,bs,hf","0.010","","","","","","18","147","5586","5586","0.190","20434","469","500","3326","6168","0.21","2891232","","","","","","","","",
"performance","done","","chain","none","","at.2","dve2C","tg,bs,hf","0.000","","","","","","10","43","1204","1204","0.320","49443","2858","214","720","1177","0.33","2894980","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","adding.6","dve2C","tg,bs,hf","0.000","","","","","","5","6","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","leader_election.3","dve2C","tg,bs,hf","0.000","","","","","","121","114","7182","7182","0.860","101360","5104","2678","4136","3307","0.88","2895844","","","","","","","","",
"performance","done","","bfs-prev","none","","mcs.5","dve2C","tg,bs,hf","0.000","","","","","","21","65","5915","5915","208.380","60556519","158395","565","1190","2486","208.43","3841268","","","","","","","","",
"performance","ootime","explore","chain","none","","lifts.8","dve2C","tg,bs,hf","0.020","","","","","","36","267","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","lup.2","dve2C","tg,bs,hf","0.000","","","","","","10","96","8160","8160","7.640","495720","4017","6731","193536","23796864","7.65","2915600","","","","","","","","",
"performance","done","","bfs-prev","none","","firewire_link.2","dve2C","tg,bs,hf","0.050","","","","","","35","412","53148","53148","2.880","55887","5113","1551","80141","122268","2.95","2901668","","","","","","","","",
"performance","done","","chain","none","","protocols.5","dve2C","tg,bs,hf","0.000","","","","","","16","18","918","918","0.880","996345","9662","537","277","1223","0.90","2901040","","","","","","","","",
"performance","done","","bfs-prev","none","","iprotocol.7","dve2C","tg,bs,hf","0.000","","","","","","41","35","9835","9835","175.760","59794192","308689","7113","24078","121751","175.88","3827024","","","","","","","","",
"performance","done","","bfs","none","","protocols.2","dve2C","tg,bs,hf","0.000","","","","","","14","17","816","816","0.040","11286","222","102","112","136","0.05","2892852","","","","","","","","",
"performance","done","","chain-prev","none","","peterson.1","dve2C","tg,bs,hf","0.000","","","","","","15","21","525","525","0.100","12498","625","310","504","1378","0.10","2892908","","","","","","","","",
"statistics","done","","bfs-prev","none","","lamport_nonatomic.4","dve2C","tg,bs,hf","0.060","896","255391","265799","24.825","25.8836","24","244","13908","13908","3.760","1257304","4075","869","5791","13740","3.99","2924600","31526","2336009","366986","7006816","285121","499","","","7786761",
"performance","done","","bfs","none","","iprotocol.2","dve2C","tg,bs,hf","0.000","","","","","","25","35","3185","3185","0.570","29994","1394","467","1541","2753","0.58","2895024","","","","","","","","",
"statistics","error","boostperm","bfs","none","","telephony.1","dve2C","tg,bs,hf","","174","13970","15481","13.597","14.304","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","szymanski.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","92","","","","","","","","",
"performance","done","","chain","none","","sorter.3","dve2C","tg,bs,hf","0.000","","","","","","26","58","6206","6206","5.780","1288478","17645","436","1537","6972","5.79","2938116","","","","","","","","",
"statistics","done","","chain-prev","none","","iprotocol.2","dve2C","tg,bs,hf","0.000","72","5110","5905","10.244","11.068","25","35","1855","1855","0.190","29994","1394","467","1541","2753","0.29","2893012","1744","88848","130158","270392","34573","484","28687","","284843",
"performance","ootime","explore","bfs-prev","none","","rether.6","dve2C","tg,bs,hf","0.010","","","","","","51","161","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","chain","none","","adding.5","dve2C","tg,bs,hf","0.000","","","","","","5","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","sokoban.2","dve2C","tg,bs,hf","0.000","","","","","","64","9","900","900","64.510","761633","28626","147462","229026","6093097","64.58","3830872","","","","","","","","",
"performance","done","","chain","none","","lifts.6","dve2C","tg,bs,hf","0.020","","","","","","36","267","24297","24297","35.080","333649","90593","5438","60896","144834","35.14","2939092","","","","","","","","",
"performance","ootime","explore","bfs","none","","anderson.8","dve2C","tg,bs,hf","0.000","","","","","","22","42","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","bakery.7","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs","none","","hanoi.1","dve2C","tg,bs,hf","0.000","","","","","","36","6","1536","1536","2.920","6561","15950","75335","52146","39366","2.97","2913572","","","","","","","","",
"performance","ootime","killed15","bfs","none","","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","259.89","3817544","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","brp.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain-prev","none","","leader_election.3","dve2C","tg,bs,hf","0.010","","","","","","121","114","7182","7182","0.600","101360","5104","2678","4136","3307","0.62","2897788","","","","","","","","",
"performance","ootime","explore","chain","none","","driving_phils.3","dve2C","tg,bs,hf","0.000","","","","","","28","48","","","","","","","","","","","","","","","","","","",
"statistics","done","","bfs-prev","none","","peg_solitaire.5","dve2C","tg,bs,hf","10.930","7329","27341239","28329271","270.45765","273.86277","51","140","2240","2240","34.170","84191","28006","765152","3920840","11786740","45.68","3375572","28006","16524193","112508","2958066","239449","538397","","","148377",
"performance","done","","bfs-prev","none","","mcs.6","dve2C","tg,bs,hf","0.000","","","","","","21","65","2015","2015","0.480","332544","3170","232","921","1260","0.49","2897156","","","","","","","","",
"performance","done","","chain-prev","none","","reader_writer.3","dve2C","tg,bs,hf","0.000","","","","","","30","112","672","672","0.040","604498","407","1050","1899","1946","0.06","2891248","","","","","","","","",
"statistics","error","boostperm","bfs-prev","none","","driving_phils.4","dve2C","tg,bs,hf","","282","24784","28326","21.217","22.716","","","","","","","","","","","0.02","3508","","","","","","","","",
"performance","done","","bfs","none","","reader_writer.3","dve2C","tg,bs,hf","0.010","","","","","","30","112","2128","2128","0.110","604498","407","1050","1899","1946","0.13","2893312","","","","","","","","",
"statistics","error","boostperm","bfs","none","","telephony.2","dve2C","tg,bs,hf","","243","23767","25708","15.323","16.256","","","","","","","","","","","0.02","3472","","","","","","","","",
"performance","ootime","explore","chain","none","","anderson.5","dve2C","tg,bs,hf","0.000","","","","","","16","30","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","774","774","9.180","91453","4406","26077","35263","731641","9.19","3013732","","","","","","","","",
"performance","ootime","explore","chain","none","","brp2.6","dve2C","tg,bs,hf","0.000","","","","","","19","33","","","","","","","","","","","","","","","","","","",
